species,species_code,elevation,soil_code,sepal_length,sepal_width,petal_length,petal_width,petal_curvature_mm,leaf_area_cm2
virginica,2,157.4,0,6.03,3.69,6.57,2.09,13.35,82.76
virginica,2,167.7,2,6.81,2.42,4.52,1.61,12.32,63.37
virginica,2,89.3,2,7.32,2.67,5.8,1.95,12.69,82.43
virginica,2,57.8,2,6.85,2.65,5.48,1.75,11.33,70.22
virginica,2,286.7,1,5.77,2.89,5.09,1.92,12.99,57.15
virginica,2,110.2,2,7.07,2.62,5.57,1.59,14.97,68.75
virginica,2,110.0,0,7.18,3.52,6.37,2.15,13.41,76.72
virginica,2,70.8,1,7.02,3.12,6.23,1.85,13.62,67.44
virginica,2,282.1,1,6.49,3.72,5.41,1.46,12.59,59.68
virginica,2,194.9,0,6.7,3.37,4.89,1.81,8.99,68.85
virginica,2,216.8,2,6.87,2.73,5.77,1.3,9.91,64.0
virginica,2,277.9,1,7.14,3.17,5.28,2.04,12.91,73.44
virginica,2,136.4,1,6.88,3.09,5.19,2.27,11.98,75.41
virginica,2,205.4,1,7.17,3.0,5.6,2.01,12.88,62.61
virginica,2,59.7,2,7.02,2.89,5.47,1.75,15.35,65.06
virginica,2,96.7,1,8.65,3.05,6.21,1.83,13.45,75.3
virginica,2,257.8,0,6.78,3.55,6.33,2.23,14.52,63.99
virginica,2,241.7,2,6.95,2.35,6.01,1.86,12.19,62.42
virginica,2,137.7,0,7.57,3.3,5.29,2.27,10.39,61.75
virginica,2,144.2,0,6.33,2.94,6.43,2.56,11.88,72.46
virginica,2,183.4,1,6.14,3.5,5.26,2.04,10.39,72.16
virginica,2,50.1,1,5.91,2.61,6.4,2.19,15.12,65.21
virginica,2,110.3,1,7.65,2.9,5.98,1.49,13.58,70.04
virginica,2,102.1,0,6.91,3.25,7.84,2.95,13.04,80.69
virginica,2,112.6,2,5.82,2.03,6.62,2.18,14.47,63.18
virginica,2,251.5,1,6.7,3.33,4.63,1.94,7.96,56.34
virginica,2,119.9,1,7.42,2.75,5.08,1.47,13.18,73.19
virginica,2,97.9,0,7.43,3.2,4.29,2.09,9.38,69.23
virginica,2,176.1,2,6.22,2.29,5.1,1.75,11.99,65.03
virginica,2,266.4,0,6.71,3.34,4.94,2.34,11.38,74.56
virginica,2,110.3,1,5.51,3.06,5.27,2.06,13.32,75.87
virginica,2,69.6,0,6.43,3.4,6.52,1.76,12.46,54.54
virginica,2,139.1,1,6.41,2.28,6.5,1.95,14.69,65.43
virginica,2,236.9,2,6.75,2.65,5.38,2.23,10.8,86.22
virginica,2,187.7,0,5.99,3.49,5.78,2.19,13.42,74.08
virginica,2,254.2,1,5.88,3.41,5.57,1.99,12.32,74.73
virginica,2,289.9,1,7.15,2.82,5.36,1.69,8.73,78.21
virginica,2,248.2,1,5.37,3.12,4.73,1.68,10.16,70.12
virginica,2,201.0,1,5.21,2.9,4.29,1.61,11.7,75.58
virginica,2,173.3,0,5.84,2.89,5.52,2.24,14.22,75.03
virginica,2,60.0,1,7.18,2.73,6.23,1.87,12.93,73.77
virginica,2,296.1,0,6.86,3.13,5.3,2.44,9.66,67.75
virginica,2,145.9,1,6.98,2.85,5.85,1.88,11.72,71.2
virginica,2,88.1,0,6.28,2.88,6.17,2.38,16.04,65.88
virginica,2,216.7,0,5.72,3.32,4.61,1.74,12.22,70.09
virginica,2,121.1,1,6.87,2.3,5.11,2.02,11.35,61.82
virginica,2,196.4,1,5.82,3.11,5.84,2.23,12.98,64.47
virginica,2,196.7,1,5.68,2.43,5.07,2.13,13.53,68.02
virginica,2,161.4,1,6.18,2.52,4.88,1.85,11.09,63.39
virginica,2,259.0,2,6.44,2.57,5.32,1.76,13.01,66.46
virginica,2,116.2,1,6.11,3.1,5.17,2.26,11.34,68.85
virginica,2,162.2,1,6.34,2.84,6.15,2.22,13.44,72.82
virginica,2,184.4,1,5.91,2.9,5.93,1.7,12.34,76.64
virginica,2,215.9,0,5.83,3.25,6.11,2.41,12.96,66.75
virginica,2,246.0,1,7.13,2.54,4.85,1.73,10.48,79.35
virginica,2,148.7,0,7.63,3.23,6.55,2.43,10.36,76.57
virginica,2,211.5,0,6.15,3.47,5.54,1.85,13.89,73.53
virginica,2,87.7,0,6.69,3.26,6.54,1.85,11.84,71.08
virginica,2,283.2,0,6.04,3.21,4.65,2.42,12.57,72.23
virginica,2,145.8,2,6.98,2.53,5.5,1.52,11.39,78.31
virginica,2,232.4,1,6.71,3.57,5.39,1.94,13.8,78.57
virginica,2,55.1,0,6.08,3.33,5.74,2.46,10.78,79.34
virginica,2,101.3,1,6.47,3.33,5.16,1.51,11.73,70.29
virginica,2,171.8,0,5.53,3.26,6.02,2.4,13.57,73.88
virginica,2,269.6,2,5.39,2.32,5.85,1.88,14.35,79.4
virginica,2,181.8,0,5.08,3.2,5.22,2.28,10.95,65.63
virginica,2,282.5,1,6.84,3.15,5.8,2.39,15.92,67.77
virginica,2,170.9,1,6.21,3.45,5.23,1.55,12.63,70.11
virginica,2,172.6,2,6.74,2.76,5.92,1.85,9.91,76.3
virginica,2,79.9,1,8.14,2.73,5.51,2.08,12.74,76.41
virginica,2,250.7,1,7.28,2.55,6.17,1.9,11.23,68.38
virginica,2,111.7,0,5.93,3.38,6.11,2.03,12.87,59.44
virginica,2,274.9,1,5.54,3.02,6.03,1.79,11.91,71.72
virginica,2,277.7,0,7.05,3.35,5.37,2.41,12.15,63.57
virginica,2,285.8,2,6.19,2.11,6.19,1.64,10.18,59.57
virginica,2,180.1,1,7.0,3.16,5.48,1.99,13.98,61.15
virginica,2,219.3,0,6.91,3.83,4.62,2.09,9.69,72.28
virginica,2,244.6,1,6.56,3.1,5.6,2.08,9.78,79.53
virginica,2,82.8,0,6.73,2.99,6.62,1.8,12.73,70.27
virginica,2,200.2,2,6.12,1.91,5.94,2.16,15.21,71.48
virginica,2,58.6,0,7.32,3.49,5.49,2.48,11.29,78.28
virginica,2,174.4,1,6.74,2.75,5.45,1.72,13.4,59.19
virginica,2,88.7,0,6.54,3.1,7.25,2.5,14.15,73.64
virginica,2,95.7,1,7.63,3.11,5.96,2.03,13.63,69.92
virginica,2,141.3,2,6.96,2.73,5.36,2.05,11.38,73.96
virginica,2,158.1,0,6.62,2.6,4.83,2.16,9.82,66.62
virginica,2,205.8,1,6.2,2.58,5.97,2.06,7.58,64.27
virginica,2,68.6,1,7.18,3.13,6.04,2.05,11.47,70.98
virginica,2,175.9,1,6.9,2.75,6.02,2.62,14.36,81.54
virginica,2,95.7,0,9.12,2.93,6.37,2.63,9.75,76.03
virginica,2,193.5,0,6.77,3.14,5.6,1.67,13.4,66.45
virginica,2,209.4,0,5.35,3.11,6.19,1.84,10.1,60.61
virginica,2,189.2,2,5.11,2.56,4.3,1.86,12.21,58.23
virginica,2,234.6,1,7.55,3.17,4.5,2.01,13.42,79.21
virginica,2,133.9,1,6.86,3.15,5.18,1.88,10.68,63.31
virginica,2,241.3,2,4.75,2.34,4.62,1.84,12.34,67.72
virginica,2,158.2,2,6.55,2.13,5.1,1.78,11.17,79.25
virginica,2,171.0,0,6.34,3.09,4.99,2.29,13.41,58.7
virginica,2,212.0,0,6.19,3.37,5.25,2.5,12.47,80.45
virginica,2,54.6,0,5.67,3.58,7.05,1.76,12.11,68.22
virginica,2,213.5,0,5.92,3.04,5.28,2.14,15.12,61.96
virginica,2,204.6,0,6.98,2.79,6.33,2.52,13.32,68.27
virginica,2,127.5,0,6.41,3.7,5.0,1.28,10.62,64.94
virginica,2,71.4,2,6.92,2.38,6.15,1.61,11.83,73.09
virginica,2,72.7,2,5.79,2.66,5.83,1.88,11.85,65.46
virginica,2,280.8,2,6.83,3.13,5.86,1.49,12.16,56.62
virginica,2,222.3,1,6.0,3.08,5.88,2.37,17.05,68.46
virginica,2,81.8,1,6.19,3.02,6.07,2.03,12.74,60.5
virginica,2,139.2,0,7.57,3.25,6.2,2.16,7.93,71.43
virginica,2,198.1,2,5.85,2.59,5.67,1.67,10.91,61.69
virginica,2,258.9,1,6.56,3.02,4.35,1.58,8.14,66.58
virginica,2,60.9,1,7.39,2.79,5.08,2.28,11.34,71.28
virginica,2,109.2,2,6.64,2.6,4.51,1.47,8.03,68.51
virginica,2,272.4,1,6.23,2.87,4.98,1.34,10.26,71.75
virginica,2,52.3,1,8.1,2.45,5.96,1.74,8.96,74.76
virginica,2,100.3,2,7.47,2.56,6.56,1.68,12.77,61.89
virginica,2,289.8,1,5.77,3.29,5.68,1.82,12.0,69.55
virginica,2,203.4,2,7.09,2.23,5.22,1.76,12.61,46.69
virginica,2,115.4,1,6.84,3.01,6.03,1.83,11.79,71.73
virginica,2,66.7,2,7.79,2.81,4.56,1.4,9.21,67.89
virginica,2,57.0,1,6.68,3.47,5.97,2.1,13.03,63.12
virginica,2,111.2,1,7.72,2.77,6.08,2.28,15.84,72.21
virginica,2,270.4,2,7.54,2.49,6.37,1.42,12.82,78.21
virginica,2,154.0,1,6.16,2.64,5.07,1.45,11.15,66.67
virginica,2,230.1,2,7.02,2.48,4.7,1.46,9.14,63.39
virginica,2,279.6,2,5.92,3.0,5.4,1.33,10.18,71.16
virginica,2,152.0,1,6.24,2.96,5.0,2.47,12.91,60.65
virginica,2,97.8,0,6.83,3.05,6.58,2.6,14.15,65.38
virginica,2,179.3,1,7.09,3.0,5.39,2.14,12.52,78.56
virginica,2,277.0,0,6.71,3.42,5.93,2.76,13.6,70.44
virginica,2,251.1,0,6.63,3.21,4.63,1.43,13.42,56.84
virginica,2,66.5,1,6.75,3.33,5.5,2.07,13.01,57.42
virginica,2,223.1,0,7.07,3.2,5.28,1.9,10.68,71.13
virginica,2,193.0,2,6.1,2.62,5.77,1.63,12.35,76.04
virginica,2,276.9,2,6.23,2.0,5.19,1.67,10.3,58.68
virginica,2,80.6,0,6.79,3.25,5.53,2.49,12.03,73.15
virginica,2,183.5,2,5.57,2.6,6.09,1.62,12.66,79.31
virginica,2,269.9,1,6.43,3.24,5.61,1.95,15.36,83.22
virginica,2,152.5,2,7.61,2.6,5.14,1.75,9.38,72.32
virginica,2,170.5,0,5.96,3.13,5.69,2.11,12.96,73.55
virginica,2,67.6,1,8.38,2.77,5.85,2.21,14.96,55.07
virginica,2,119.5,2,7.34,2.6,5.8,1.77,13.52,84.7
virginica,2,131.1,1,5.3,2.8,6.65,1.36,13.67,65.97
virginica,2,286.3,0,4.55,3.59,6.1,1.79,13.18,63.47
virginica,2,120.7,2,6.21,2.17,6.03,1.54,14.6,68.21
virginica,2,165.2,1,6.82,2.12,5.25,1.77,9.83,80.58
virginica,2,217.8,1,6.39,2.9,4.77,1.61,9.23,85.46
virginica,2,90.5,2,6.97,2.66,6.23,1.26,11.99,70.88
virginica,2,171.6,1,6.72,2.44,5.96,1.69,7.68,76.99
virginica,2,234.6,1,6.46,3.33,4.24,2.34,14.46,70.3
virginica,2,266.7,0,7.55,3.42,4.84,2.45,14.44,62.74
virginica,2,206.6,0,5.57,3.76,5.49,2.18,11.13,80.34
virginica,2,217.3,0,5.46,2.79,5.04,2.19,11.26,65.65
virginica,2,81.6,0,7.93,3.36,6.66,2.14,11.86,80.75
virginica,2,286.4,0,6.16,3.63,4.44,2.55,12.1,79.09
virginica,2,83.1,0,7.06,4.21,5.82,1.82,12.25,74.3
virginica,2,243.7,2,7.22,2.68,5.87,1.79,13.12,82.8
virginica,2,116.2,0,7.18,3.78,5.93,1.94,11.65,85.63
virginica,2,283.4,1,6.42,2.75,5.23,2.5,13.89,68.77
virginica,2,230.0,2,6.89,2.42,5.99,1.63,12.89,64.34
virginica,2,238.5,1,6.6,2.31,5.16,2.05,10.79,56.95
virginica,2,104.8,0,6.95,3.19,5.45,2.7,14.67,85.71
virginica,2,160.8,0,5.19,3.23,4.41,1.69,9.28,66.92
virginica,2,204.5,1,6.49,3.06,5.0,1.69,11.82,77.95
virginica,2,242.5,1,7.16,3.32,6.75,1.66,13.93,64.81
virginica,2,76.0,1,6.64,3.12,5.22,2.04,10.55,80.77
virginica,2,290.6,2,6.75,2.35,6.27,1.8,12.62,65.1
virginica,2,272.6,0,7.19,2.71,4.63,2.17,13.09,61.66
virginica,2,117.6,1,6.28,2.65,4.81,1.88,10.28,68.54
virginica,2,255.7,0,5.85,3.61,5.12,1.81,11.86,66.28
virginica,2,179.6,1,6.11,3.2,4.65,1.51,11.69,74.17
virginica,2,165.5,0,6.49,2.62,5.12,1.98,10.9,69.64
virginica,2,128.6,2,6.66,2.91,6.63,2.02,16.6,74.39
virginica,2,195.2,0,6.55,3.11,4.58,2.42,10.47,67.96
virginica,2,232.5,1,7.22,2.64,5.55,2.08,14.01,65.34
virginica,2,152.7,0,6.06,3.56,4.89,2.42,11.21,65.92
virginica,2,207.3,2,6.95,2.23,6.09,1.54,9.83,84.31
virginica,2,224.8,2,6.73,2.45,5.8,1.82,12.21,71.58
virginica,2,227.8,0,5.1,3.2,4.55,2.41,13.3,56.11
virginica,2,63.0,1,8.24,3.39,6.63,2.18,13.84,66.36
virginica,2,264.9,2,6.47,2.1,5.24,1.91,15.12,70.68
virginica,2,164.6,2,5.26,2.6,5.47,1.93,17.89,82.92
virginica,2,115.6,0,7.27,3.44,5.71,1.69,12.5,77.2
virginica,2,110.4,2,7.27,2.73,5.76,1.52,10.67,63.55
virginica,2,170.8,2,6.73,2.89,5.71,1.59,12.91,86.93
virginica,2,271.7,1,6.14,3.14,5.27,2.64,11.47,69.78
virginica,2,144.6,1,5.81,2.94,5.72,2.26,13.85,78.72
virginica,2,237.4,1,7.03,3.07,4.33,1.81,9.41,61.91
virginica,2,74.2,0,6.99,2.99,4.81,2.99,16.74,53.21
virginica,2,169.0,2,5.98,2.53,5.58,1.76,13.71,60.14
virginica,2,297.9,0,5.92,2.74,4.66,1.83,8.63,47.25
virginica,2,242.6,2,6.89,2.87,5.41,1.85,10.58,84.78
virginica,2,102.6,2,7.47,2.14,6.14,1.61,13.63,71.5
virginica,2,175.4,2,7.09,2.76,5.1,1.55,14.35,63.53
virginica,2,108.4,1,6.34,3.09,5.7,2.17,9.46,73.17
virginica,2,152.4,0,6.42,3.18,5.49,2.54,13.43,71.33
virginica,2,245.0,0,6.09,3.43,5.34,2.38,8.11,74.35
virginica,2,242.8,2,6.64,2.78,4.83,1.16,11.82,78.47
virginica,2,107.0,0,6.65,2.54,6.08,1.75,14.22,67.97
virginica,2,280.6,1,7.23,3.35,6.17,1.63,10.9,63.84
virginica,2,198.1,0,6.69,3.01,4.6,1.72,8.99,75.79
virginica,2,145.0,2,5.75,1.96,5.82,1.65,12.29,75.62
virginica,2,175.5,1,6.13,3.21,5.34,1.79,10.79,70.71
virginica,2,201.3,1,6.35,3.25,6.28,2.07,13.26,85.24
virginica,2,190.0,2,6.8,2.75,4.44,1.68,10.23,66.94
virginica,2,171.6,0,5.88,3.36,4.13,1.91,10.45,63.7
virginica,2,176.2,2,6.17,2.43,5.22,1.88,7.96,72.93
virginica,2,94.1,0,7.74,3.48,6.52,2.31,12.34,65.28
virginica,2,253.2,0,5.54,3.54,4.82,1.76,11.68,73.47
virginica,2,185.4,1,6.94,3.36,5.72,2.39,9.62,64.17
virginica,2,82.8,2,7.48,2.67,5.52,1.42,12.39,67.2
virginica,2,241.5,1,6.73,3.48,5.71,2.28,14.05,83.24
virginica,2,283.1,2,7.01,2.8,6.08,1.87,11.57,67.16
virginica,2,286.8,2,5.56,2.73,5.2,1.8,12.54,64.41
virginica,2,142.3,1,6.47,3.14,5.09,2.1,12.55,78.19
virginica,2,83.9,2,7.15,2.46,5.46,1.24,9.59,62.64
virginica,2,179.6,2,6.69,2.27,6.17,1.93,16.11,65.15
virginica,2,78.2,0,7.54,3.92,5.39,2.02,11.06,74.04
virginica,2,283.5,2,5.16,2.19,5.07,2.02,13.31,76.57
virginica,2,95.9,2,5.92,2.73,5.39,1.52,13.54,78.54
virginica,2,113.2,1,7.35,3.15,5.76,2.11,11.72,64.77
virginica,2,151.7,1,5.76,3.36,5.86,2.07,13.21,74.17
virginica,2,145.8,2,6.83,2.28,5.48,1.5,12.49,66.74
virginica,2,248.7,0,6.65,3.04,4.85,2.2,9.16,65.76
virginica,2,164.1,0,6.82,4.22,5.09,2.62,11.34,78.42
virginica,2,92.7,1,6.0,3.34,6.57,2.3,10.77,66.15
virginica,2,116.8,2,7.04,2.9,5.69,1.56,11.08,71.95
virginica,2,177.3,2,6.95,2.43,5.38,1.42,9.39,71.09
virginica,2,86.9,0,6.72,3.58,6.08,2.21,14.25,62.5
virginica,2,202.9,0,5.37,3.11,5.18,2.97,15.2,76.76
virginica,2,191.4,0,6.44,3.29,5.81,2.49,13.96,73.92
virginica,2,228.7,1,7.26,3.26,5.86,2.04,14.54,56.1
virginica,2,284.4,2,6.44,2.45,5.87,1.4,11.31,71.94
virginica,2,278.1,1,6.07,3.2,4.64,2.05,10.73,64.59
virginica,2,286.5,2,5.99,2.74,4.72,2.14,10.44,77.68
virginica,2,111.2,1,7.43,2.55,6.29,1.86,13.29,59.88
virginica,2,82.9,2,6.57,2.51,6.69,1.76,12.45,67.5
virginica,2,125.6,0,6.45,3.2,6.24,2.01,11.85,72.53
virginica,2,273.8,0,6.11,3.5,4.98,2.82,14.59,70.38
virginica,2,293.0,0,6.5,3.64,5.59,2.0,12.81,75.34
virginica,2,264.8,1,7.05,3.3,5.12,2.25,10.32,59.37
virginica,2,77.5,0,6.52,3.46,5.32,1.9,10.64,81.56
virginica,2,286.9,2,6.48,2.65,5.8,1.31,13.36,73.68
virginica,2,155.8,1,6.8,3.42,5.45,2.47,14.08,79.52
virginica,2,52.3,2,8.03,3.01,5.81,2.02,13.1,76.12
virginica,2,160.6,1,6.26,3.07,4.99,2.1,15.79,69.92
virginica,2,61.5,2,6.98,1.97,6.52,1.63,15.27,61.01
virginica,2,186.0,2,6.45,2.51,6.23,1.64,12.88,66.06
virginica,2,134.6,1,6.99,3.01,6.41,1.15,10.32,81.13
virginica,2,168.4,1,5.98,3.26,4.88,2.37,9.38,79.7
virginica,2,203.3,0,6.04,3.08,5.49,2.58,11.23,65.66
virginica,2,267.2,0,5.38,3.06,6.09,2.32,13.51,50.27
virginica,2,215.5,2,6.01,1.8,5.92,2.14,15.65,68.51
virginica,2,158.5,2,5.2,1.74,5.77,1.42,12.83,67.99
virginica,2,254.9,2,6.35,2.91,5.98,1.89,14.34,68.25
virginica,2,276.4,1,5.61,3.06,5.83,2.47,11.51,73.7
virginica,2,79.9,1,6.83,3.25,5.07,2.03,13.25,76.13
virginica,2,183.0,0,6.97,4.11,5.67,2.49,13.65,76.93
virginica,2,121.1,2,7.12,2.25,5.17,1.26,8.04,73.12
virginica,2,61.8,0,6.49,3.1,6.52,2.03,11.17,57.39
virginica,2,217.1,1,6.05,3.6,6.11,2.07,13.9,67.61
virginica,2,265.7,1,6.98,2.58,5.13,2.15,12.55,86.13
virginica,2,90.7,1,7.53,2.65,5.79,1.54,9.61,72.62
virginica,2,253.1,0,7.03,3.46,5.27,2.36,7.14,72.57
virginica,2,263.3,1,7.42,2.75,5.07,1.82,11.27,72.52
virginica,2,278.6,2,6.01,2.33,4.83,1.9,11.86,72.91
virginica,2,116.3,0,6.82,3.29,4.68,1.89,10.23,53.32
virginica,2,276.0,1,6.33,2.95,5.93,2.19,12.29,68.32
virginica,2,130.2,0,7.02,3.15,6.1,2.68,13.01,69.73
virginica,2,188.1,0,6.94,3.42,4.99,1.83,13.34,78.97
virginica,2,62.6,1,7.85,2.86,5.63,1.75,7.29,70.33
virginica,2,61.0,1,6.42,3.06,5.77,1.78,9.37,58.47
virginica,2,230.1,0,6.54,3.31,5.61,2.28,11.39,73.01
virginica,2,161.1,0,6.91,3.3,6.77,2.6,13.14,64.37
virginica,2,114.1,1,6.87,2.84,6.36,2.11,12.98,61.48
virginica,2,97.6,2,7.03,2.28,5.8,0.93,12.94,64.16
virginica,2,217.5,0,5.74,3.25,6.31,2.09,11.23,73.8
virginica,2,50.1,0,7.18,3.78,5.13,2.42,11.34,78.81
virginica,2,251.5,2,5.63,2.89,4.85,1.72,10.54,73.38
virginica,2,69.8,1,7.0,3.24,6.41,2.31,13.54,74.42
virginica,2,97.9,1,7.08,2.73,6.72,1.9,10.16,73.31
virginica,2,146.6,2,7.69,2.38,5.41,1.76,13.7,70.71
virginica,2,171.2,1,6.16,3.07,5.3,1.88,12.42,74.88
virginica,2,138.7,1,6.35,3.19,4.78,2.32,11.91,53.07
virginica,2,130.2,0,7.41,3.32,4.85,2.3,10.69,70.78
virginica,2,291.0,0,5.67,3.16,4.5,2.11,9.29,62.69
virginica,2,210.4,0,6.52,3.03,5.82,2.46,10.7,78.14
virginica,2,55.9,2,5.42,2.78,6.13,1.68,11.34,68.97
virginica,2,157.5,1,5.8,1.93,4.81,2.03,7.26,70.22
virginica,2,268.8,1,5.36,2.51,5.16,1.93,11.61,59.46
virginica,2,125.4,0,7.49,3.06,7.68,2.17,13.85,77.12
virginica,2,73.6,0,6.79,3.25,4.72,2.26,13.13,74.39
virginica,2,239.6,2,6.38,2.24,5.3,1.71,11.01,73.9
virginica,2,201.5,1,5.16,3.2,5.64,1.43,12.09,64.31
